
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2016, Numar persoane, 562
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2017, Numar persoane, 564
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2009, Numar persoane, 977
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2010, Numar persoane, 980
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2011, Numar persoane, 963
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2012, Numar persoane, 912
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2013, Numar persoane, 870
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2014, Numar persoane, 826
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2015, Numar persoane, 812
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2016, Numar persoane, 787
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2017, Numar persoane, 807
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2009, Numar persoane, 608
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2010, Numar persoane, 605
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2011, Numar persoane, 618
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2012, Numar persoane, 596
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2013, Numar persoane, 583
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2014, Numar persoane, 553
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2015, Numar persoane, 535
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2016, Numar persoane, 502
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2017, Numar persoane, 512
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2009, Numar persoane, 1538
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2010, Numar persoane, 1514
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2011, Numar persoane, 1474
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2012, Numar persoane, 1385
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2013, Numar persoane, 1304
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2014, Numar persoane, 1215
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2015, Numar persoane, 1161
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2016, Numar persoane, 1091
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2017, Numar persoane, 1069
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2009, Numar persoane, 304
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2010, Numar persoane, 293
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2011, Numar persoane, 265
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2012, Numar persoane, 263
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2013, Numar persoane, 244
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2014, Numar persoane, 246
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2015, Numar persoane, 227
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2016, Numar persoane, 245
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2017, Numar persoane, 239
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2009, Numar persoane, 168
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2010, Numar persoane, 176
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2011, Numar persoane, 167
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2012, Numar persoane, 174
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2013, Numar persoane, 169
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2014, Numar persoane, 161
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2015, Numar persoane, 158
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2016, Numar persoane, 154
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2017, Numar persoane, 150
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2009, Numar persoane, 14
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2010, Numar persoane, 12
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2011, Numar persoane, 12
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2012, Numar persoane, 13
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2013, Numar persoane, 16
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2014, Numar persoane, 16
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2015, Numar persoane, 15
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2016, Numar persoane, 15
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2017, Numar persoane, 14
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2009, Numar persoane, 38
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2010, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2011, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2012, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2013, Numar persoane, 27
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2014, Numar persoane, 21
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2015, Numar persoane, 20
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2016, Numar persoane, 21
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 2017, Numar persoane, 18
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2009, Numar persoane, 267
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2010, Numar persoane, 281
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2011, Numar persoane, 327
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2012, Numar persoane, 348
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2013, Numar persoane, 363
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2014, Numar persoane, 372
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2015, Numar persoane, 395
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2016, Numar persoane, 407
0- 4 ani, Masculin, Cluj, 55687 APAHIDA, Anul 2017, Numar persoane, 429
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2009, Numar persoane, 50
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2010, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2011, Numar persoane, 45
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2012, Numar persoane, 43
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2013, Numar persoane, 44
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2014, Numar persoane, 39
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2015, Numar persoane, 36
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2016, Numar persoane, 35
0- 4 ani, Masculin, Cluj, 55776 ASCHILEU, Anul 2017, Numar persoane, 27
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2009, Numar persoane, 210
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2010, Numar persoane, 242
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2011, Numar persoane, 274
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2012, Numar persoane, 290
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2013, Numar persoane, 312
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2014, Numar persoane, 318
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2015, Numar persoane, 314
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2016, Numar persoane, 321
0- 4 ani, Masculin, Cluj, 55838 BACIU, Anul 2017, Numar persoane, 309
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2009, Numar persoane, 45
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2010, Numar persoane, 46
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2011, Numar persoane, 45
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2012, Numar persoane, 42
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2013, Numar persoane, 39
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2014, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2015, Numar persoane, 27
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2016, Numar persoane, 25
0- 4 ani, Masculin, Cluj, 55918 BAISOARA, Anul 2017, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2009, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2010, Numar persoane, 20
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2011, Numar persoane, 24
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2012, Numar persoane, 22
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2013, Numar persoane, 31
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2014, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2015, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2016, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 56014 BELIS, Anul 2017, Numar persoane, 32
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2009, Numar persoane, 34
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2010, Numar persoane, 33
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2011, Numar persoane, 33
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2012, Numar persoane, 37
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2013, Numar persoane, 38
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2014, Numar persoane, 40
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2015, Numar persoane, 37
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2016, Numar persoane, 35
0- 4 ani, Masculin, Cluj, 56096 BOBILNA, Anul 2017, Numar persoane, 31
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2009, Numar persoane, 155
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2010, Numar persoane, 149
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2011, Numar persoane, 153
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2012, Numar persoane, 145
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2013, Numar persoane, 131
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2014, Numar persoane, 131
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2015, Numar persoane, 148
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2016, Numar persoane, 135
0- 4 ani, Masculin, Cluj, 56210 BONTIDA, Anul 2017, Numar persoane, 130
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2009, Numar persoane, 26
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2010, Numar persoane, 25
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2011, Numar persoane, 26
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2012, Numar persoane, 25
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2013, Numar persoane, 27
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2014, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2015, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2016, Numar persoane, 24
0- 4 ani, Masculin, Cluj, 56265 BORSA, Anul 2017, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2009, Numar persoane, 27
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2010, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2011, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2012, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2013, Numar persoane, 26
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2014, Numar persoane, 22
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2015, Numar persoane, 26
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2016, Numar persoane, 22
0- 4 ani, Masculin, Cluj, 56327 BUZA, Anul 2017, Numar persoane, 24
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2009, Numar persoane, 56
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2010, Numar persoane, 44
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2011, Numar persoane, 46
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2012, Numar persoane, 49
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2013, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2014, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2015, Numar persoane, 49
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2016, Numar persoane, 50
0- 4 ani, Masculin, Cluj, 56354 CAIANU, Anul 2017, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2009, Numar persoane, 50
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2010, Numar persoane, 53
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2011, Numar persoane, 47
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2012, Numar persoane, 46
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2013, Numar persoane, 41
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2014, Numar persoane, 38
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2015, Numar persoane, 34
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2016, Numar persoane, 35
0- 4 ani, Masculin, Cluj, 56425 CALARASI, Anul 2017, Numar persoane, 31
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2009, Numar persoane, 68
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2010, Numar persoane, 68
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2011, Numar persoane, 63
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2012, Numar persoane, 58
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2013, Numar persoane, 60
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2014, Numar persoane, 58
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2015, Numar persoane, 59
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2016, Numar persoane, 64
0- 4 ani, Masculin, Cluj, 56461 CALATELE, Anul 2017, Numar persoane, 61
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2009, Numar persoane, 122
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2010, Numar persoane, 112
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2011, Numar persoane, 114
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2012, Numar persoane, 98
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2013, Numar persoane, 102
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2014, Numar persoane, 96
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2015, Numar persoane, 98
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2016, Numar persoane, 94
0- 4 ani, Masculin, Cluj, 56522 CAMARASU, Anul 2017, Numar persoane, 100
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2009, Numar persoane, 74
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2010, Numar persoane, 62
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2011, Numar persoane, 62
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2012, Numar persoane, 60
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2013, Numar persoane, 60
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2014, Numar persoane, 57
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2015, Numar persoane, 58
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2016, Numar persoane, 61
0- 4 ani, Masculin, Cluj, 56568 CAPUSU MARE, Anul 2017, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2009, Numar persoane, 133
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2010, Numar persoane, 139
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2011, Numar persoane, 131
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2012, Numar persoane, 134
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2013, Numar persoane, 135
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2014, Numar persoane, 124
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2015, Numar persoane, 111
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2016, Numar persoane, 107
0- 4 ani, Masculin, Cluj, 56666 CASEIU, Anul 2017, Numar persoane, 110
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2009, Numar persoane, 50
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2010, Numar persoane, 49
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2011, Numar persoane, 46
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2013, Numar persoane, 47
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2014, Numar persoane, 42
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2015, Numar persoane, 43
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2016, Numar persoane, 42
0- 4 ani, Masculin, Cluj, 56773 CATINA, Anul 2017, Numar persoane, 37
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2009, Numar persoane, 99
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2010, Numar persoane, 100
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2011, Numar persoane, 89
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2012, Numar persoane, 78
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2013, Numar persoane, 81
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2014, Numar persoane, 70
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2015, Numar persoane, 68
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2016, Numar persoane, 63
0- 4 ani, Masculin, Cluj, 56844 CEANU MARE, Anul 2017, Numar persoane, 59
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2009, Numar persoane, 74
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2010, Numar persoane, 77
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2011, Numar persoane, 83
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2012, Numar persoane, 88
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2013, Numar persoane, 90
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2014, Numar persoane, 91
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2015, Numar persoane, 81
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2016, Numar persoane, 92
0- 4 ani, Masculin, Cluj, 56988 CHINTENI, Anul 2017, Numar persoane, 107
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2009, Numar persoane, 73
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2010, Numar persoane, 69
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2011, Numar persoane, 65
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2012, Numar persoane, 62
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2013, Numar persoane, 58
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2014, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2015, Numar persoane, 55
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2016, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 57083 CHIUIESTI, Anul 2017, Numar persoane, 56
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2009, Numar persoane, 47
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2010, Numar persoane, 52
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2011, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2013, Numar persoane, 48
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2014, Numar persoane, 51
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2015, Numar persoane, 54
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2016, Numar persoane, 56
0- 4 ani, Masculin, Cluj, 57314 CITCAU, Anul 2017, Numar persoane, 60
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2009, Numar persoane, 33
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2010, Numar persoane, 34
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2011, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2012, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2013, Numar persoane, 25
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2014, Numar persoane, 19
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2015, Numar persoane, 20
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2016, Numar persoane, 19
0- 4 ani, Masculin, Cluj, 57163 CIUCEA, Anul 2017, Numar persoane, 23
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2009, Numar persoane, 28
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2010, Numar persoane, 33
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2011, Numar persoane, 40
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2012, Numar persoane, 38
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2013, Numar persoane, 45
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2014, Numar persoane, 44
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2015, Numar persoane, 38
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2016, Numar persoane, 36
0- 4 ani, Masculin, Cluj, 57225 CIURILA, Anul 2017, Numar persoane, 42
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2009, Numar persoane, 120
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2010, Numar persoane, 130
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2011, Numar persoane, 122
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2012, Numar persoane, 115
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2013, Numar persoane, 127
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2014, Numar persoane, 119
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2015, Numar persoane, 122
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2016, Numar persoane, 126
0- 4 ani, Masculin, Cluj, 57350 COJOCNA, Anul 2017, Numar persoane, 120
0- 4 ani, Masculin, Cluj, 57449 CORNESTI, Anul 2009, Numar persoane, 29
0- 4 ani, Masculin, Cluj, 57449 CORNESTI, Anul 2010, Numar persoane, 22
0- 4 ani, Masculin, Cluj, 57449 CORNESTI, Anul 2011, Numar persoane, 22
0- 4 ani, Masculin, Cluj, 57449 CORNESTI, Anul 2012, Numar persoane, 26
0- 4 ani, Masculin, Cluj, 57449 CORNESTI, Anul 2013, Numar persoane, 30
