
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2013, Numar persoane, 122
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2014, Numar persoane, 123
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2015, Numar persoane, 127
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2016, Numar persoane, 121
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2017, Numar persoane, 124
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2012, Numar persoane, 64
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2013, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2014, Numar persoane, 61
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2015, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2016, Numar persoane, 65
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2017, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2012, Numar persoane, 86
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2013, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2014, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2015, Numar persoane, 96
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2016, Numar persoane, 105
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2017, Numar persoane, 94
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2012, Numar persoane, 89
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2013, Numar persoane, 92
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2014, Numar persoane, 91
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2015, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2016, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2017, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2012, Numar persoane, 118
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2013, Numar persoane, 115
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2014, Numar persoane, 107
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2015, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2016, Numar persoane, 89
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2017, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2012, Numar persoane, 125
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2013, Numar persoane, 110
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2014, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2015, Numar persoane, 106
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2016, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2017, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2012, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2013, Numar persoane, 96
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2014, Numar persoane, 99
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2015, Numar persoane, 99
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2016, Numar persoane, 98
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2017, Numar persoane, 91
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2012, Numar persoane, 59
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2013, Numar persoane, 59
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2014, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2015, Numar persoane, 51
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2016, Numar persoane, 46
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2017, Numar persoane, 39
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2012, Numar persoane, 182
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2013, Numar persoane, 181
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2014, Numar persoane, 189
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2015, Numar persoane, 184
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2016, Numar persoane, 168
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2017, Numar persoane, 174
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2012, Numar persoane, 70
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2013, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2014, Numar persoane, 53
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2015, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2016, Numar persoane, 55
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2017, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2012, Numar persoane, 123
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2013, Numar persoane, 121
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2014, Numar persoane, 114
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2015, Numar persoane, 106
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2016, Numar persoane, 103
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2017, Numar persoane, 100
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2012, Numar persoane, 154
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2013, Numar persoane, 147
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2014, Numar persoane, 148
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2015, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2016, Numar persoane, 131
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2017, Numar persoane, 137
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2012, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2013, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2014, Numar persoane, 49
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2015, Numar persoane, 41
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2016, Numar persoane, 35
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2017, Numar persoane, 33
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2012, Numar persoane, 39
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2013, Numar persoane, 39
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2014, Numar persoane, 34
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2015, Numar persoane, 37
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2016, Numar persoane, 32
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2017, Numar persoane, 33
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2012, Numar persoane, 68
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2013, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2014, Numar persoane, 69
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2015, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2016, Numar persoane, 61
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2017, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2012, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2013, Numar persoane, 62
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2014, Numar persoane, 62
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2015, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2016, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2017, Numar persoane, 71
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2012, Numar persoane, 30
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2013, Numar persoane, 29
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2014, Numar persoane, 31
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2015, Numar persoane, 31
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2016, Numar persoane, 30
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2017, Numar persoane, 29
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2012, Numar persoane, 143
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2013, Numar persoane, 137
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2014, Numar persoane, 133
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2015, Numar persoane, 128
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2016, Numar persoane, 128
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2017, Numar persoane, 116
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2012, Numar persoane, 23
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2013, Numar persoane, 24
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2014, Numar persoane, 20
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2015, Numar persoane, 22
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2016, Numar persoane, 22
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2017, Numar persoane, 21
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2012, Numar persoane, 70
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2013, Numar persoane, 63
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2014, Numar persoane, 61
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2015, Numar persoane, 62
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2016, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2017, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2012, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2013, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2014, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2015, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2016, Numar persoane, 72
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2017, Numar persoane, 68
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2012, Numar persoane, 130
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2013, Numar persoane, 117
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2014, Numar persoane, 107
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2015, Numar persoane, 91
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2016, Numar persoane, 90
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2017, Numar persoane, 96
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2012, Numar persoane, 82
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2013, Numar persoane, 76
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2014, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2015, Numar persoane, 79
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2016, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2017, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2012, Numar persoane, 148
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2013, Numar persoane, 133
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2014, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2015, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2016, Numar persoane, 140
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2017, Numar persoane, 128
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2013, Numar persoane, 51
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2014, Numar persoane, 49
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2015, Numar persoane, 41
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2016, Numar persoane, 40
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2017, Numar persoane, 36
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2012, Numar persoane, 143
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2013, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2014, Numar persoane, 149
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2015, Numar persoane, 139
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2016, Numar persoane, 120
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2017, Numar persoane, 115
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2012, Numar persoane, 178
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2013, Numar persoane, 186
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2014, Numar persoane, 181
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2015, Numar persoane, 170
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2016, Numar persoane, 173
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2017, Numar persoane, 172
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2012, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2013, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2014, Numar persoane, 100
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2015, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2016, Numar persoane, 98
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2017, Numar persoane, 86
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2013, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2014, Numar persoane, 51
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2015, Numar persoane, 55
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2016, Numar persoane, 53
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2017, Numar persoane, 47
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2012, Numar persoane, 198
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2013, Numar persoane, 195
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2014, Numar persoane, 182
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2015, Numar persoane, 174
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2016, Numar persoane, 165
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2017, Numar persoane, 156
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2012, Numar persoane, 192
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2013, Numar persoane, 181
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2014, Numar persoane, 174
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2015, Numar persoane, 185
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2016, Numar persoane, 192
0- 4 ani, Masculin, Satu Mare, 138084 MEDIESU AURIT, Anul 2017, Numar persoane, 183
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2012, Numar persoane, 167
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2013, Numar persoane, 156
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2014, Numar persoane, 141
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2015, Numar persoane, 126
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2016, Numar persoane, 118
0- 4 ani, Masculin, Satu Mare, 138164 MICULA, Anul 2017, Numar persoane, 116
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2012, Numar persoane, 116
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2013, Numar persoane, 110
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2014, Numar persoane, 104
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2015, Numar persoane, 109
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2016, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 138208 MOFTIN, Anul 2017, Numar persoane, 118
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2012, Numar persoane, 161
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2013, Numar persoane, 157
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2014, Numar persoane, 159
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2015, Numar persoane, 146
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2016, Numar persoane, 146
0- 4 ani, Masculin, Satu Mare, 138280 ODOREU, Anul 2017, Numar persoane, 151
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2012, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2013, Numar persoane, 91
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2014, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2015, Numar persoane, 65
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2016, Numar persoane, 57
0- 4 ani, Masculin, Satu Mare, 138351 ORASU NOU, Anul 2017, Numar persoane, 59
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2012, Numar persoane, 182
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2013, Numar persoane, 184
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2014, Numar persoane, 182
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2015, Numar persoane, 190
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2016, Numar persoane, 206
0- 4 ani, Masculin, Satu Mare, 138431 PAULESTI, Anul 2017, Numar persoane, 201
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2012, Numar persoane, 43
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2013, Numar persoane, 43
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2014, Numar persoane, 49
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2015, Numar persoane, 50
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2016, Numar persoane, 49
0- 4 ani, Masculin, Satu Mare, 138501 PETRESTI, Anul 2017, Numar persoane, 43
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2012, Numar persoane, 46
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2013, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2014, Numar persoane, 45
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2015, Numar persoane, 40
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2016, Numar persoane, 35
0- 4 ani, Masculin, Satu Mare, 138538 PIR, Anul 2017, Numar persoane, 37
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2012, Numar persoane, 90
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2013, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2014, Numar persoane, 99
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2015, Numar persoane, 99
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2016, Numar persoane, 98
0- 4 ani, Masculin, Satu Mare, 138574 PISCOLT, Anul 2017, Numar persoane, 96
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2012, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2013, Numar persoane, 68
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2014, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2015, Numar persoane, 56
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2016, Numar persoane, 42
0- 4 ani, Masculin, Satu Mare, 138618 POMI, Anul 2017, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2012, Numar persoane, 75
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2013, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2014, Numar persoane, 78
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2015, Numar persoane, 76
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2016, Numar persoane, 78
0- 4 ani, Masculin, Satu Mare, 180028 PORUMBESTI, Anul 2017, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 180091 RACSA, Anul 2012, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 180091 RACSA, Anul 2013, Numar persoane, 74
0- 4 ani, Masculin, Satu Mare, 180091 RACSA, Anul 2014, Numar persoane, 71
0- 4 ani, Masculin, Satu Mare, 180091 RACSA, Anul 2015, Numar persoane, 61
0- 4 ani, Masculin, Satu Mare, 180091 RACSA, Anul 2016, Numar persoane, 69
