
Sexe, Judete, Localitati , Perioade, UM: Procente, Valoare
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna octombrie 2013, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna noiembrie 2013, Procente, .7
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna decembrie 2013, Procente, .8
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Anul 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna ianuarie 2014, Procente, 1
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna februarie 2014, Procente, 1
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna martie 2014, Procente, .7
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna aprilie 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna mai 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iunie 2014, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iulie 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna august 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna septembrie 2014, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna octombrie 2014, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna noiembrie 2014, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna decembrie 2014, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Anul 2015, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna ianuarie 2015, Procente, .7
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna februarie 2015, Procente, .7
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna martie 2015, Procente, .6
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna aprilie 2015, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna mai 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iunie 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iulie 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna august 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna septembrie 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna octombrie 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna noiembrie 2015, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna decembrie 2015, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Anul 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna ianuarie 2016, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna februarie 2016, Procente, .5
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna martie 2016, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna aprilie 2016, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna mai 2016, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iunie 2016, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iulie 2016, Procente, .4
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna august 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna septembrie 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna octombrie 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna noiembrie 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna decembrie 2016, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna ianuarie 2017, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna februarie 2017, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna martie 2017, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna aprilie 2017, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna mai 2017, Procente, .3
Masculin, Satu Mare, 136483 MUNICIPIUL SATU MARE, Luna iunie 2017, Procente, .2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2010, Procente, 3.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2010, Procente, 4.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2010, Procente, 4.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2010, Procente, 4.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2010, Procente, 3.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2010, Procente, 3.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2010, Procente, 3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2010, Procente, 3.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2010, Procente, 3.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2010, Procente, 3.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2010, Procente, 3.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2010, Procente, 3.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2010, Procente, 3.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2011, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2011, Procente, 3.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2011, Procente, 2.9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2011, Procente, 2.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2011, Procente, 2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2011, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2011, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2011, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2011, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2011, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2011, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2011, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2011, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2012, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2012, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2012, Procente, 2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2012, Procente, 1.9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2012, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2012, Procente, 1.7
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2012, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2012, Procente, 1.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2012, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2012, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2012, Procente, 1.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2012, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2012, Procente, 1.8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2013, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2013, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2013, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2013, Procente, 1.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2013, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2013, Procente, 1.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2013, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2013, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2013, Procente, 1.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2013, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2013, Procente, 1.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2013, Procente, 1.4
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2013, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2014, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2014, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2014, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2014, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2014, Procente, 1.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2014, Procente, 1.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2014, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2014, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2014, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2014, Procente, 1.2
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2014, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2014, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2014, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2015, Procente, 1.6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2015, Procente, 1.5
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2015, Procente, 1.3
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2015, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2015, Procente, .8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2015, Procente, .8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2015, Procente, .8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2015, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Anul 2016, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2016, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2016, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2016, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2016, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2016, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2016, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iulie 2016, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna august 2016, Procente, 1.1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna septembrie 2016, Procente, 1
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna octombrie 2016, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna noiembrie 2016, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna decembrie 2016, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna ianuarie 2017, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna februarie 2017, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna martie 2017, Procente, .9
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna aprilie 2017, Procente, .8
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna mai 2017, Procente, .6
Masculin, Satu Mare, 136526 MUNICIPIUL CAREI, Luna iunie 2017, Procente, .6
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2010, Procente, 8.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2010, Procente, 8.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2010, Procente, 9.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2010, Procente, 8.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2010, Procente, 8.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2010, Procente, 7.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2010, Procente, 7.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2010, Procente, 7.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2010, Procente, 8.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2010, Procente, 7.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2010, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2010, Procente, 7.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2010, Procente, 8.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2011, Procente, 4.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2011, Procente, 8.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2011, Procente, 8.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2011, Procente, 8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2011, Procente, 7.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2011, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2011, Procente, 6.7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2011, Procente, 6.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2011, Procente, 6.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2011, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2011, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2011, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2011, Procente, 4.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2012, Procente, 7.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2012, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2012, Procente, 7.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2012, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2012, Procente, 7.2
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2012, Procente, 6.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2012, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2012, Procente, 6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2012, Procente, 6.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2012, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2012, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2012, Procente, 6.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2012, Procente, 7.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2013, Procente, 5.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2013, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2013, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2013, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2013, Procente, 6.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2013, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2013, Procente, 5.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2013, Procente, 5.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2013, Procente, 5.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2013, Procente, 5.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2013, Procente, 4.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2013, Procente, 5.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2013, Procente, 5.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2014, Procente, 5.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2014, Procente, 4.2
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2014, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2014, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2014, Procente, 6.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2014, Procente, 5.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2014, Procente, 5.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2014, Procente, 5.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2014, Procente, 5.2
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2014, Procente, 5.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2014, Procente, 5.7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2014, Procente, 5.7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2014, Procente, 5.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2015, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2015, Procente, 6.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2015, Procente, 6.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2015, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2015, Procente, 7.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2015, Procente, 6.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2015, Procente, 6.2
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2015, Procente, 6.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2015, Procente, 6.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2015, Procente, 6.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2015, Procente, 6.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2015, Procente, 6.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2015, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2016, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2016, Procente, 6.7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2016, Procente, 6.9
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2016, Procente, 7.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2016, Procente, 7.1
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2016, Procente, 7.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2016, Procente, 7.5
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iulie 2016, Procente, 7.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna august 2016, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna septembrie 2016, Procente, 6.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna octombrie 2016, Procente, 7
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna noiembrie 2016, Procente, 6.6
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna decembrie 2016, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna ianuarie 2017, Procente, 6.4
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna februarie 2017, Procente, 6.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna martie 2017, Procente, 6.2
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna aprilie 2017, Procente, 5.8
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna mai 2017, Procente, 5.3
Masculin, Satu Mare, 136848 ORAS ARDUD, Luna iunie 2017, Procente, 5.1
Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2010, Procente, 7.1
