
Sexe, Judete, Localitati , Perioade, UM: Procente, Valoare
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iulie 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna august 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna septembrie 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna octombrie 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna noiembrie 2012, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna decembrie 2012, Procente, 1.4
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna ianuarie 2013, Procente, 1.4
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna februarie 2013, Procente, 1.3
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna martie 2013, Procente, 1.3
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna aprilie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna mai 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iulie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna august 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna septembrie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna octombrie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna noiembrie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna decembrie 2013, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2014, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna ianuarie 2014, Procente, 1.3
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna februarie 2014, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna martie 2014, Procente, 1.2
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna aprilie 2014, Procente, 1
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna mai 2014, Procente, 1
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2014, Procente, .9
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iulie 2014, Procente, .9
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna august 2014, Procente, .9
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna septembrie 2014, Procente, .9
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna octombrie 2014, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna noiembrie 2014, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna decembrie 2014, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2015, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna ianuarie 2015, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna februarie 2015, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna martie 2015, Procente, .8
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna aprilie 2015, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna mai 2015, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2015, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iulie 2015, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna august 2015, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna septembrie 2015, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna octombrie 2015, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna noiembrie 2015, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna decembrie 2015, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2016, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna ianuarie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna februarie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna martie 2016, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna aprilie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna mai 2016, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2016, Procente, .5
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iulie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna august 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna septembrie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna octombrie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna noiembrie 2016, Procente, .6
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna decembrie 2016, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna ianuarie 2017, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna februarie 2017, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna martie 2017, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna aprilie 2017, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna mai 2017, Procente, .7
Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Luna iunie 2017, Procente, .7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2010, Procente, 3.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2010, Procente, 4.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2010, Procente, 4.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2010, Procente, 4.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2010, Procente, 4.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2010, Procente, 4.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2010, Procente, 4.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2010, Procente, 4.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2010, Procente, 4.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2010, Procente, 4.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2010, Procente, 4.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2010, Procente, 4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2010, Procente, 3.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2011, Procente, 2.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2011, Procente, 3.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2011, Procente, 3.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2011, Procente, 3.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2011, Procente, 3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2011, Procente, 2.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2011, Procente, 2.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2011, Procente, 2.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2011, Procente, 2.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2011, Procente, 2.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2011, Procente, 2.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2011, Procente, 2.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2011, Procente, 2.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2012, Procente, 4.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2012, Procente, 3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2012, Procente, 2.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2012, Procente, 2.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2012, Procente, 2.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2012, Procente, 2.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2012, Procente, 2.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2012, Procente, 2.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2012, Procente, 3.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2012, Procente, 3.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2012, Procente, 4.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2012, Procente, 4.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2012, Procente, 4.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2013, Procente, 6.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2013, Procente, 4.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2013, Procente, 8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2013, Procente, 7.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2013, Procente, 7.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2013, Procente, 7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2013, Procente, 6.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2013, Procente, 6.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2013, Procente, 6.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2013, Procente, 6.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2013, Procente, 6.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2013, Procente, 6.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2013, Procente, 6.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2014, Procente, 4.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2014, Procente, 6.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2014, Procente, 5.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2014, Procente, 4.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2014, Procente, 4.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2014, Procente, 4.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2014, Procente, 4.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2014, Procente, 4.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2014, Procente, 4.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2014, Procente, 4.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2014, Procente, 4.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2014, Procente, 4.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2014, Procente, 4.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2015, Procente, 3.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2015, Procente, 4.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2015, Procente, 4.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2015, Procente, 4.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2015, Procente, 3.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2015, Procente, 3.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2015, Procente, 2.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2015, Procente, 2.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2015, Procente, 2.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2015, Procente, 2.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2015, Procente, 2.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2015, Procente, 3.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2015, Procente, 3.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2016, Procente, 2.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2016, Procente, 3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2016, Procente, 2.5
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2016, Procente, 2.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2016, Procente, 2.2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2016, Procente, 1.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2016, Procente, 1.6
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iulie 2016, Procente, 1.8
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna august 2016, Procente, 1.9
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna septembrie 2016, Procente, 1.7
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna octombrie 2016, Procente, 2
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna noiembrie 2016, Procente, 2.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna decembrie 2016, Procente, 2.3
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna ianuarie 2017, Procente, 2.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna februarie 2017, Procente, 2.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna martie 2017, Procente, 2.4
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna aprilie 2017, Procente, 1.1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna mai 2017, Procente, 1
Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Luna iunie 2017, Procente, 1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2010, Procente, 4.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2010, Procente, 6.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2010, Procente, 6.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2010, Procente, 7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2010, Procente, 6.4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2010, Procente, 6.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2010, Procente, 6.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2010, Procente, 6.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2010, Procente, 7.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2010, Procente, 6.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna octombrie 2010, Procente, 6.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna noiembrie 2010, Procente, 5.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna decembrie 2010, Procente, 4.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2011, Procente, 3.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2011, Procente, 4.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2011, Procente, 3.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2011, Procente, 4.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2011, Procente, 3.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2011, Procente, 3.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2011, Procente, 2.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2011, Procente, 3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2011, Procente, 3.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2011, Procente, 3.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna octombrie 2011, Procente, 3.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna noiembrie 2011, Procente, 3.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna decembrie 2011, Procente, 3.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2012, Procente, 3.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2012, Procente, 4.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2012, Procente, 4.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2012, Procente, 4.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2012, Procente, 5.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2012, Procente, 5.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2012, Procente, 4.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2012, Procente, 5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2012, Procente, 4.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2012, Procente, 4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna octombrie 2012, Procente, 4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna noiembrie 2012, Procente, 3.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna decembrie 2012, Procente, 3.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2013, Procente, 2.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2013, Procente, 3.7
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2013, Procente, 3.4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2013, Procente, 3.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2013, Procente, 3.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2013, Procente, 3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2013, Procente, 2.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2013, Procente, 2.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2013, Procente, 3.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2013, Procente, 3.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna octombrie 2013, Procente, 3.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna noiembrie 2013, Procente, 3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna decembrie 2013, Procente, 2.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2014, Procente, 2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2014, Procente, 2.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2014, Procente, 2.5
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2014, Procente, 2.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2014, Procente, 2.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2014, Procente, 2.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2014, Procente, 2.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2014, Procente, 2.2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2014, Procente, 2.4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2014, Procente, 2.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna octombrie 2014, Procente, 2.1
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna noiembrie 2014, Procente, 1.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna decembrie 2014, Procente, 2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2015, Procente, 1.3
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna ianuarie 2015, Procente, 1.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna februarie 2015, Procente, 1.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna martie 2015, Procente, 2
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna aprilie 2015, Procente, 1.9
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna mai 2015, Procente, 1.8
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iunie 2015, Procente, 1.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna iulie 2015, Procente, 1.6
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna august 2015, Procente, 1.4
Masculin, Cluj, 55008 MUNICIPIUL DEJ, Luna septembrie 2015, Procente, 1.4
