
Sexe, Judete, Localitati , Perioade, UM: Procente, Valoare
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna octombrie 2013, Procente, 1.1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna noiembrie 2013, Procente, 1.1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna decembrie 2013, Procente, 1.1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Anul 2014, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna ianuarie 2014, Procente, 1.2
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna februarie 2014, Procente, 1.2
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna martie 2014, Procente, 1.2
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna aprilie 2014, Procente, 1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna mai 2014, Procente, 1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iunie 2014, Procente, 1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iulie 2014, Procente, 1.1
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna august 2014, Procente, .9
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna septembrie 2014, Procente, .9
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna octombrie 2014, Procente, .8
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna noiembrie 2014, Procente, .7
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna decembrie 2014, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Anul 2015, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna ianuarie 2015, Procente, .7
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna februarie 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna martie 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna aprilie 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna mai 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iunie 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iulie 2015, Procente, .6
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna august 2015, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna septembrie 2015, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna octombrie 2015, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna noiembrie 2015, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna decembrie 2015, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Anul 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna ianuarie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna februarie 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna martie 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna aprilie 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna mai 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iunie 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iulie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna august 2016, Procente, .5
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna septembrie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna octombrie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna noiembrie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna decembrie 2016, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna ianuarie 2017, Procente, .4
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna februarie 2017, Procente, .3
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna martie 2017, Procente, .3
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna aprilie 2017, Procente, .3
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna mai 2017, Procente, .3
Masculin, Brasov, 40198 MUNICIPIUL BRASOV, Luna iunie 2017, Procente, .3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2010, Procente, 2.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2010, Procente, 4.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2010, Procente, 4.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2010, Procente, 3.8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2010, Procente, 3.6
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2010, Procente, 3.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2010, Procente, 2.7
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2010, Procente, 2.7
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2010, Procente, 2.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2010, Procente, 2.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2010, Procente, 2.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2010, Procente, 2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2010, Procente, 2.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2011, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2011, Procente, 1.9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2011, Procente, 1.8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2011, Procente, 1.5
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2011, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2011, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2011, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2011, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2011, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2011, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2011, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2011, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2011, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2012, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2012, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2012, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2012, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2012, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2012, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2012, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2012, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2012, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2012, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2012, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2012, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2012, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2013, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2013, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2013, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2013, Procente, 1.3
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2013, Procente, 1.4
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2014, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2014, Procente, 1.5
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2014, Procente, 1.6
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2014, Procente, 1.5
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2014, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2014, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2014, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2014, Procente, 1.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2014, Procente, 1.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2014, Procente, 1.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2014, Procente, 1.2
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2014, Procente, 1.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2014, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2015, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2015, Procente, 1.1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2015, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2015, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2015, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2015, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2015, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2015, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2015, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2015, Procente, .7
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2015, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2015, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2015, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2016, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2016, Procente, .6
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2016, Procente, .7
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2016, Procente, .7
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2016, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2016, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2016, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iulie 2016, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna august 2016, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna septembrie 2016, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna octombrie 2016, Procente, 1
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna noiembrie 2016, Procente, .9
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna decembrie 2016, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna ianuarie 2017, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna februarie 2017, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna martie 2017, Procente, .8
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna aprilie 2017, Procente, .6
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna mai 2017, Procente, .6
Masculin, Brasov, 40241 MUNICIPIUL CODLEA, Luna iunie 2017, Procente, .5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2010, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2010, Procente, 3.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2010, Procente, 4
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2010, Procente, 3.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2010, Procente, 3.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2010, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2010, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2010, Procente, 3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2010, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2010, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2010, Procente, 3.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2010, Procente, 3.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2010, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2011, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2011, Procente, 2.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2011, Procente, 2.7
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2011, Procente, 2.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2011, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2011, Procente, 1.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2011, Procente, 1.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2011, Procente, 1.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2011, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2011, Procente, 1.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2011, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2011, Procente, 2.4
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2011, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2012, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2012, Procente, 2.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2012, Procente, 3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2012, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2012, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2012, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2012, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2012, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2012, Procente, 1.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2012, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2012, Procente, 2.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2012, Procente, 2.4
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2012, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2013, Procente, 3.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2013, Procente, 2.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2013, Procente, 2.7
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2013, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2013, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2013, Procente, 2.4
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2013, Procente, 2.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2013, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2013, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2013, Procente, 3.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2013, Procente, 3.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2013, Procente, 3.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2013, Procente, 3.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2014, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2014, Procente, 3.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2014, Procente, 3.4
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2014, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2014, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2014, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2014, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2014, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2014, Procente, 2.7
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2014, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2014, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2014, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2014, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2015, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2015, Procente, 2.8
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2015, Procente, 2.6
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2015, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2015, Procente, 2.5
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2015, Procente, 2.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2015, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2015, Procente, 2.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2015, Procente, 2.3
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2015, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2015, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2015, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2015, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2016, Procente, 1.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2016, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2016, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2016, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2016, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iulie 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna august 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna septembrie 2016, Procente, 2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna octombrie 2016, Procente, 1.9
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna noiembrie 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna decembrie 2016, Procente, 2.1
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna ianuarie 2017, Procente, 2.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna februarie 2017, Procente, 2.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna martie 2017, Procente, 2.2
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna aprilie 2017, Procente, 1.7
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna mai 2017, Procente, 1.7
Masculin, Brasov, 40278 MUNICIPIUL FAGARAS, Luna iunie 2017, Procente, 1.7
