
Sexe, Judete, Localitati , Perioade, UM: Procente, Valoare
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna februarie 2015, Procente, 1.9
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna martie 2015, Procente, 1.8
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna aprilie 2015, Procente, 1.7
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna mai 2015, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna iunie 2015, Procente, 1.8
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna iulie 2015, Procente, 2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna august 2015, Procente, 2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna septembrie 2015, Procente, 2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna octombrie 2015, Procente, 1.6
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna noiembrie 2015, Procente, 1.6
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna decembrie 2015, Procente, 1.6
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Procente, 1.6
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna ianuarie 2016, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna februarie 2016, Procente, 1.7
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna martie 2016, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna aprilie 2016, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna mai 2016, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna iunie 2016, Procente, 1.7
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna iulie 2016, Procente, 2.1
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna august 2016, Procente, 2.2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna septembrie 2016, Procente, 2.2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna octombrie 2016, Procente, 2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna noiembrie 2016, Procente, 2.1
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna decembrie 2016, Procente, 1.6
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna ianuarie 2017, Procente, 1.5
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna februarie 2017, Procente, 1.4
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna martie 2017, Procente, 1.2
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna aprilie 2017, Procente, 1.1
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna mai 2017, Procente, 1
Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Luna iunie 2017, Procente, 1.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Procente, 3.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2010, Procente, 5.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2010, Procente, 5.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2010, Procente, 5.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2010, Procente, 5.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2010, Procente, 4.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2010, Procente, 4.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2010, Procente, 4.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2010, Procente, 4.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2010, Procente, 3.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2010, Procente, 3.4
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2010, Procente, 3.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2010, Procente, 3.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Procente, 2.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2011, Procente, 3.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2011, Procente, 3.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2011, Procente, 2.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2011, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2011, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2011, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2011, Procente, 2.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2011, Procente, 2.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2011, Procente, 2.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2011, Procente, 2.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2011, Procente, 2.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2011, Procente, 2.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Procente, 2.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2012, Procente, 2.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2012, Procente, 2.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2012, Procente, 2.4
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2012, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2012, Procente, 1.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2012, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2012, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2012, Procente, 2.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2012, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2012, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2012, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2012, Procente, 2.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Procente, 2.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2013, Procente, 2.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2013, Procente, 2.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2013, Procente, 2.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2013, Procente, 2.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2013, Procente, 2.1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2013, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2013, Procente, 2.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2013, Procente, 2.4
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2013, Procente, 2.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2013, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2013, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2013, Procente, 2.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2014, Procente, 2.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2014, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2014, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2014, Procente, 1.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2014, Procente, 1.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2014, Procente, 1.4
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2014, Procente, 1.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2014, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2014, Procente, 1.7
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2014, Procente, 1.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2014, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2014, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2015, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2015, Procente, 1.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2015, Procente, 1.4
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2015, Procente, 1.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2015, Procente, 1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2015, Procente, 1.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2015, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2015, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2015, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2015, Procente, 1.5
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2015, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2015, Procente, 1.6
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Procente, .9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2016, Procente, 1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2016, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2016, Procente, 1.3
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2016, Procente, 1.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2016, Procente, 1.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2016, Procente, 1.2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iulie 2016, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna august 2016, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna septembrie 2016, Procente, 1.9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna octombrie 2016, Procente, 1.8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna noiembrie 2016, Procente, 2
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna decembrie 2016, Procente, .9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna ianuarie 2017, Procente, 1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna februarie 2017, Procente, 1
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna martie 2017, Procente, .9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna aprilie 2017, Procente, .8
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna mai 2017, Procente, .9
Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Luna iunie 2017, Procente, .8
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2010, Procente, 7.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2010, Procente, 11.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2010, Procente, 11.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2010, Procente, 11.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2010, Procente, 10.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2010, Procente, 10.2
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2010, Procente, 9.2
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2010, Procente, 9.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2010, Procente, 8.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2010, Procente, 7.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2010, Procente, 6.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2010, Procente, 7.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2010, Procente, 7.4
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2011, Procente, 5.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2011, Procente, 7.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2011, Procente, 7.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2011, Procente, 6.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2011, Procente, 6.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2011, Procente, 6.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2011, Procente, 6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2011, Procente, 5.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2011, Procente, 5.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2011, Procente, 5.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2011, Procente, 5.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2011, Procente, 6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2011, Procente, 5.9
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2012, Procente, 4.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2012, Procente, 6.1
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2012, Procente, 5.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2012, Procente, 6.2
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2012, Procente, 5.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2012, Procente, 5.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2012, Procente, 5.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2012, Procente, 5.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2012, Procente, 6.1
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2012, Procente, 5.2
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2012, Procente, 4.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2012, Procente, 4.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2012, Procente, 4.8
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2013, Procente, 5.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2013, Procente, 5.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2013, Procente, 5.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2013, Procente, 5.2
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2013, Procente, 5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2013, Procente, 4.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2013, Procente, 3.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2013, Procente, 5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2013, Procente, 5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2013, Procente, 4.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2013, Procente, 4.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2013, Procente, 5.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2013, Procente, 5.4
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2014, Procente, 3.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2014, Procente, 5.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2014, Procente, 5.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2014, Procente, 4.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2014, Procente, 4.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2014, Procente, 4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2014, Procente, 4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2014, Procente, 4.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2014, Procente, 4.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2014, Procente, 4.1
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2014, Procente, 3.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2014, Procente, 3.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2014, Procente, 3.9
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2015, Procente, 2.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2015, Procente, 4.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna februarie 2015, Procente, 3.9
Masculin, Covasna, 63447 ORAS BARAOLT, Luna martie 2015, Procente, 3.6
Masculin, Covasna, 63447 ORAS BARAOLT, Luna aprilie 2015, Procente, 2.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna mai 2015, Procente, 2.5
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iunie 2015, Procente, 2.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna iulie 2015, Procente, 3.7
Masculin, Covasna, 63447 ORAS BARAOLT, Luna august 2015, Procente, 3.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna septembrie 2015, Procente, 3.3
Masculin, Covasna, 63447 ORAS BARAOLT, Luna octombrie 2015, Procente, 2.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna noiembrie 2015, Procente, 2.4
Masculin, Covasna, 63447 ORAS BARAOLT, Luna decembrie 2015, Procente, 2.8
Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2016, Procente, 2.8
Masculin, Covasna, 63447 ORAS BARAOLT, Luna ianuarie 2016, Procente, 2.5
