
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1994, Numar persoane, 1169
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1995, Numar persoane, 1083
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1996, Numar persoane, 1002
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1997, Numar persoane, 964
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1998, Numar persoane, 924
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 1999, Numar persoane, 944
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2000, Numar persoane, 952
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2001, Numar persoane, 944
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2002, Numar persoane, 945
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2003, Numar persoane, 910
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2004, Numar persoane, 893
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2005, Numar persoane, 887
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2006, Numar persoane, 931
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1992, Numar persoane, 67
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1993, Numar persoane, 62
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1994, Numar persoane, 51
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1995, Numar persoane, 47
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1996, Numar persoane, 40
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1997, Numar persoane, 50
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1998, Numar persoane, 45
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 1999, Numar persoane, 44
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2000, Numar persoane, 39
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2001, Numar persoane, 42
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2002, Numar persoane, 41
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2003, Numar persoane, 47
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2004, Numar persoane, 53
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2005, Numar persoane, 51
0- 4 ani, Feminin, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2006, Numar persoane, 55
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1992, Numar persoane, 527
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1993, Numar persoane, 499
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1994, Numar persoane, 459
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1995, Numar persoane, 406
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1996, Numar persoane, 384
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1997, Numar persoane, 362
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1998, Numar persoane, 342
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 1999, Numar persoane, 330
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2000, Numar persoane, 305
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2001, Numar persoane, 301
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2002, Numar persoane, 291
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2003, Numar persoane, 285
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2004, Numar persoane, 268
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2005, Numar persoane, 268
0- 4 ani, Feminin, Harghita, 83464 ORAS BALAN, Anul 2006, Numar persoane, 245
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1992, Numar persoane, 81
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1993, Numar persoane, 82
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1994, Numar persoane, 80
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1995, Numar persoane, 75
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1996, Numar persoane, 64
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1997, Numar persoane, 65
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1998, Numar persoane, 63
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 1999, Numar persoane, 67
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2000, Numar persoane, 68
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2001, Numar persoane, 69
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2002, Numar persoane, 57
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2003, Numar persoane, 61
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2004, Numar persoane, 64
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2005, Numar persoane, 61
0- 4 ani, Feminin, Harghita, 83491 ORAS BORSEC, Anul 2006, Numar persoane, 56
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1992, Numar persoane, 451
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1993, Numar persoane, 415
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1994, Numar persoane, 376
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1995, Numar persoane, 309
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1996, Numar persoane, 271
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1997, Numar persoane, 251
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1998, Numar persoane, 240
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 1999, Numar persoane, 241
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2000, Numar persoane, 257
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2001, Numar persoane, 269
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2002, Numar persoane, 281
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2003, Numar persoane, 288
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2004, Numar persoane, 292
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2005, Numar persoane, 284
0- 4 ani, Feminin, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2006, Numar persoane, 281
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1992, Numar persoane, 346
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1993, Numar persoane, 318
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1994, Numar persoane, 271
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1995, Numar persoane, 257
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1996, Numar persoane, 237
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1997, Numar persoane, 227
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1998, Numar persoane, 234
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 1999, Numar persoane, 235
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2000, Numar persoane, 225
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2001, Numar persoane, 214
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2002, Numar persoane, 213
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2003, Numar persoane, 191
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2004, Numar persoane, 184
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2005, Numar persoane, 182
0- 4 ani, Feminin, Harghita, 83749 ORAS VLAHITA, Anul 2006, Numar persoane, 193
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1992, Numar persoane, 148
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1993, Numar persoane, 134
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1994, Numar persoane, 123
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1995, Numar persoane, 115
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1996, Numar persoane, 113
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1997, Numar persoane, 119
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1998, Numar persoane, 116
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 1999, Numar persoane, 127
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2000, Numar persoane, 130
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2001, Numar persoane, 136
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2002, Numar persoane, 127
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2003, Numar persoane, 126
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2004, Numar persoane, 125
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2005, Numar persoane, 121
0- 4 ani, Feminin, Harghita, 83785 ATID, Anul 2006, Numar persoane, 113
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1992, Numar persoane, 111
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1993, Numar persoane, 102
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1994, Numar persoane, 94
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1995, Numar persoane, 85
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1996, Numar persoane, 90
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1997, Numar persoane, 75
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1998, Numar persoane, 83
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 1999, Numar persoane, 88
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2000, Numar persoane, 92
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2001, Numar persoane, 99
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2002, Numar persoane, 97
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2003, Numar persoane, 101
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2004, Numar persoane, 101
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2005, Numar persoane, 102
0- 4 ani, Feminin, Harghita, 83847 AVRAMESTI, Anul 2006, Numar persoane, 99
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1992, Numar persoane, 103
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1993, Numar persoane, 93
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1994, Numar persoane, 95
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1995, Numar persoane, 91
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1996, Numar persoane, 82
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1997, Numar persoane, 78
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1998, Numar persoane, 88
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 1999, Numar persoane, 84
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2000, Numar persoane, 78
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2001, Numar persoane, 73
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2002, Numar persoane, 76
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2003, Numar persoane, 71
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2004, Numar persoane, 60
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2005, Numar persoane, 63
0- 4 ani, Feminin, Harghita, 83936 BILBOR, Anul 2006, Numar persoane, 63
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1992, Numar persoane, 138
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1993, Numar persoane, 124
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1994, Numar persoane, 119
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1995, Numar persoane, 112
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1996, Numar persoane, 107
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1997, Numar persoane, 120
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1998, Numar persoane, 106
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 1999, Numar persoane, 102
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2000, Numar persoane, 103
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2001, Numar persoane, 104
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2002, Numar persoane, 104
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2003, Numar persoane, 114
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2004, Numar persoane, 110
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2005, Numar persoane, 46
0- 4 ani, Feminin, Harghita, 83151 BRADESTI, Anul 2006, Numar persoane, 45
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1992, Numar persoane, 87
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1993, Numar persoane, 87
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1994, Numar persoane, 86
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1995, Numar persoane, 70
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1996, Numar persoane, 63
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1997, Numar persoane, 60
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1998, Numar persoane, 67
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 1999, Numar persoane, 64
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2000, Numar persoane, 72
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2001, Numar persoane, 73
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2002, Numar persoane, 71
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2003, Numar persoane, 72
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2004, Numar persoane, 77
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2005, Numar persoane, 79
0- 4 ani, Feminin, Harghita, 83963 CAPILNITA, Anul 2006, Numar persoane, 75
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1992, Numar persoane, 152
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1993, Numar persoane, 153
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1994, Numar persoane, 153
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1995, Numar persoane, 145
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1996, Numar persoane, 157
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1997, Numar persoane, 151
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1998, Numar persoane, 154
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 1999, Numar persoane, 154
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2000, Numar persoane, 159
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2001, Numar persoane, 151
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2002, Numar persoane, 154
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2003, Numar persoane, 148
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2004, Numar persoane, 72
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2005, Numar persoane, 70
0- 4 ani, Feminin, Harghita, 84102 CARTA, Anul 2006, Numar persoane, 58
0- 4 ani, Feminin, Harghita, 86461 CICEU, Anul 2005, Numar persoane, 76
0- 4 ani, Feminin, Harghita, 86461 CICEU, Anul 2006, Numar persoane, 76
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1992, Numar persoane, 169
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1993, Numar persoane, 155
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1994, Numar persoane, 160
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1995, Numar persoane, 157
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1996, Numar persoane, 155
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1997, Numar persoane, 162
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1998, Numar persoane, 172
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 1999, Numar persoane, 179
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2000, Numar persoane, 173
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2001, Numar persoane, 176
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2002, Numar persoane, 165
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2003, Numar persoane, 162
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2004, Numar persoane, 163
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2005, Numar persoane, 156
0- 4 ani, Feminin, Harghita, 83981 CIUCSINGEORGIU, Anul 2006, Numar persoane, 150
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1992, Numar persoane, 165
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1993, Numar persoane, 163
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1994, Numar persoane, 149
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1995, Numar persoane, 138
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1996, Numar persoane, 118
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1997, Numar persoane, 116
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1998, Numar persoane, 122
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 1999, Numar persoane, 108
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2000, Numar persoane, 108
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2001, Numar persoane, 109
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2002, Numar persoane, 113
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2003, Numar persoane, 109
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2004, Numar persoane, 113
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2005, Numar persoane, 98
0- 4 ani, Feminin, Harghita, 84086 CIUMANI, Anul 2006, Numar persoane, 93
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1992, Numar persoane, 54
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1993, Numar persoane, 56
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1994, Numar persoane, 55
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1995, Numar persoane, 53
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1996, Numar persoane, 45
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1997, Numar persoane, 44
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1998, Numar persoane, 37
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 1999, Numar persoane, 38
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2000, Numar persoane, 35
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2001, Numar persoane, 35
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2002, Numar persoane, 38
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2003, Numar persoane, 35
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2004, Numar persoane, 35
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2005, Numar persoane, 40
0- 4 ani, Feminin, Harghita, 84148 CORBU, Anul 2006, Numar persoane, 41
0- 4 ani, Feminin, Harghita, 84175 CORUND, Anul 1992, Numar persoane, 309
0- 4 ani, Feminin, Harghita, 84175 CORUND, Anul 1993, Numar persoane, 309
0- 4 ani, Feminin, Harghita, 84175 CORUND, Anul 1994, Numar persoane, 293
0- 4 ani, Feminin, Harghita, 84175 CORUND, Anul 1995, Numar persoane, 281
