,year,temp_avg,temp_delta,temp_delta_full_years,temp_delta_last10,temp_mean,temp_mean_full_years,temp_mean_last10,value,0,1,3,4,5,6
BEKESCSABA,1992,10.7,0.1,0.1,-0.7,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1993,10.0,-0.6,-0.5,-1.4,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1994,11.4,0.8,0.9,-0.0,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1995,10.1,-0.4,-0.4,-1.3,10.6,10.6,11.4,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1996,9.4,-1.3,-1.2,-2.1,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1997,9.8,-0.8,-0.8,-1.7,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1998,10.1,-0.6,-0.5,-1.4,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,1999,10.6,0.0,0.1,-0.8,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2000,11.7,1.1,1.2,0.3,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2001,10.5,-0.1,-0.1,-0.9,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2002,11.6,1.0,1.0,0.2,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2003,10.3,-0.3,-0.3,-1.2,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2004,10.6,0.0,0.0,-0.8,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2005,9.9,-0.7,-0.7,-1.5,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2006,10.7,0.1,0.1,-0.8,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2007,12.0,1.4,1.4,0.5,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2008,11.8,1.2,1.2,0.3,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2009,11.9,1.3,1.3,0.5,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2010,10.8,0.2,0.3,-0.6,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2011,10.8,0.2,0.2,-0.7,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2012,11.2,0.6,0.6,-0.2,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2013,11.5,0.9,0.9,0.0,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2014,12.2,1.6,1.6,0.7,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2015,11.5,0.9,1.0,0.1,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2016,11.1,0.5,0.5,-0.3,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2017,11.4,0.7,0.8,-0.1,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BEKESCSABA,2018,12.3,1.7,1.8,0.9,10.6,10.6,11.5,1,129920,99999,HUNGARY,46.683,21.166999999999998,90.0
BUDAORS,1980,8.9,-1.3,-1.3,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1981,10.1,-0.1,-0.1,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1982,10.2,-0.0,-0.0,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1983,10.7,0.5,0.5,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1984,9.6,-0.5,-0.5,,10.1,10.1,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1985,9.4,-0.9,-0.9,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1986,10.0,-0.1,-0.1,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1987,9.5,-0.5,-0.5,,10.0,10.0,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1988,10.6,0.3,0.4,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1989,11.1,0.8,0.9,,10.2,10.2,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1990,12.3,1.4,1.4,,10.9,10.9,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAORS,1991,10.4,-0.4,-0.3,,10.8,10.8,,1,128380,99999,HUNGARY,47.45,18.967,132.0
BUDAPEST/PESTSZENTLORINC,1973,10.3,-0.6,-0.6,-1.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1974,10.8,-0.1,-0.1,-0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1975,10.8,-0.2,-0.2,-1.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1976,10.0,-1.0,-1.0,-1.8,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1977,10.5,-0.5,-0.5,-1.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1978,9.4,-1.6,-1.6,-2.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1979,10.6,-0.4,-0.3,-1.1,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1980,9.1,-1.8,-1.8,-2.6,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1981,10.5,-0.5,-0.4,-1.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1982,10.7,-0.3,-0.3,-1.1,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1983,11.3,0.3,0.3,-0.5,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1984,9.8,-0.9,-0.8,-1.6,10.7,10.7,11.5,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1985,9.5,-1.5,-1.5,-2.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1986,10.2,-0.7,-0.7,-1.5,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1987,9.9,-1.1,-1.1,-1.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1988,10.5,-0.4,-0.4,-1.2,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1989,11.0,0.0,0.0,-0.8,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1990,11.4,0.4,0.5,-0.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1991,10.1,-0.8,-0.8,-1.6,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1992,11.5,0.6,0.6,-0.2,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1993,10.6,-0.4,-0.4,-1.2,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1994,12.0,1.1,1.1,0.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1995,10.8,-0.2,-0.1,-0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1996,9.7,-1.3,-1.3,-2.1,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1997,10.3,-0.6,-0.6,-1.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1998,10.8,-0.1,-0.1,-0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,1999,10.8,-0.1,-0.1,-0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2000,12.1,1.2,1.2,0.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2001,10.9,-0.1,-0.1,-0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2002,11.7,0.8,0.8,-0.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2003,11.1,0.2,0.2,-0.6,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2004,10.7,-0.3,-0.2,-1.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2005,10.5,-0.5,-0.4,-1.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2006,11.2,0.3,0.3,-0.5,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2007,12.4,1.4,1.4,0.6,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2008,11.9,0.9,0.9,0.1,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2009,11.7,0.8,0.8,-0.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2010,10.5,-0.5,-0.5,-1.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2011,11.3,0.3,0.4,-0.4,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2012,12.0,1.0,1.0,0.2,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2013,11.7,0.8,0.8,-0.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2014,12.5,1.6,1.6,0.8,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2015,11.7,0.8,0.8,-0.0,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2016,11.5,0.5,0.5,-0.3,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2017,11.6,0.6,0.6,-0.2,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
BUDAPEST/PESTSZENTLORINC,2018,12.7,1.7,1.7,0.9,11.0,10.9,11.7,1,128430,99999,HUNGARY,47.433,19.183,139.0
DEBRECEN,1973,9.5,-0.8,-0.8,-1.7,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1974,10.1,-0.1,-0.1,-1.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1975,10.3,0.1,0.0,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1976,9.3,-0.9,-0.9,-1.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1977,9.7,-0.5,-0.5,-1.5,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1978,8.9,-1.4,-1.4,-2.3,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1979,10.1,-0.2,-0.2,-1.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1980,8.6,-1.7,-1.7,-2.6,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1981,9.7,-0.6,-0.6,-1.5,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1982,9.6,-0.6,-0.6,-1.6,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1983,10.1,-0.1,-0.1,-1.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1984,9.5,-0.7,-0.7,-1.7,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1985,8.5,-1.7,-1.7,-2.7,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1986,9.8,-0.5,-0.5,-1.4,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1987,9.2,-1.0,-1.0,-2.0,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1988,9.7,-0.6,-0.6,-1.5,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1989,10.2,-0.0,-0.0,-1.0,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1990,10.3,0.1,0.1,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1991,9.4,-0.9,-0.9,-1.8,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1992,10.4,0.1,0.1,-0.8,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1993,9.6,-0.7,-0.7,-1.6,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
