Year;Month;Country;City;ATM; PAX;Capacity
2014;6;Netherland;Rotterdam;36;4900;5687
2014;6;Norway;Oslo;77;10589;11589
2014;6;Pakistan;Islamabad;1;98;299
2014;6;Poland;Warsaw;234;15864;20988
2014;6;Portugal;Funchal;1;189;189
2014;6;Portugal;Lisbon;64;8209;10728
2014;6;Qatar;Doha;60;9700;10662
2014;6;Romania;Bucharest;124;4904;6524
2014;6;Romania;Tirgu Mures;20;2957;3600
2014;6;Russia;Moscow;219;26525;35128
2014;6;Russia;St.Petersburg;18;1595;2059
2014;6;Serbia;Belgrade;78;2972;5366
2014;6;Spain;Alicante;6;934;1080
2014;6;Spain;Barcelona;108;17542;19828
2014;6;Spain;Bilbao;1;158;168
2014;6;Spain;Madrid;76;12299;13712
2014;6;Spain;Malaga;21;3067;3780
2014;6;Spain;Palma De Mallorca;16;2327;2888
2014;6;Spain;Valencia;1;15;168
2014;6;Sweden;Gothenburg;24;3790;4320
2014;6;Sweden;Malmo;52;8488;9360
2014;6;Sweden;Stockholm;95;15083;17242
2014;6;Switzerland;Basel;44;6575;7008
2014;6;Switzerland;Geneva;52;7985;8352
2014;6;Switzerland;Zurich;180;16843;18864
2014;6;Tunesia;Djerba;8;1057;1440
2014;6;Tunesia;ENFIDHA;1;10;126
2014;6;Tunesia;Monastir;38;4683;6222
2014;6;Tunesia;Tunis;1;3;126
2014;6;Turkey;Antalya;76;11371;14056
2014;6;Turkey;Bodrum;4;507;720
2014;6;Turkey;Istanbul;242;27897;38640
2014;6;Ukraine;Kiev;52;8152;9360
2014;6;Ukraine;Uzhgorod;1;10;30
2014;6;United Arab Emirates;Dubai;35;4589;6300
2014;6;United Kingdom;Bristol;16;2927;3024
2014;6;United Kingdom;East Midlands;18;2861;2664
2014;6;United Kingdom;Edinburgh;26;3644;3848
2014;6;United Kingdom;Leeds;18;2400;2826
2014;6;United Kingdom;London;681;103239;117156
2014;6;United Kingdom;Manchester;78;12227;13090
2014;6;USA;New York;1;54;145
2014;7;Austria;Vienna;178;9922;13720
2014;7;Azerbaijan;Baku;17;2202;3060
2014;7;Belarus;Minsk;26;1088;1492
2014;7;Belgium;Brussels;268;35699;39641
2014;7;Bulgaria;Bourgas;54;8621;9720
2014;7;Bulgaria;Sofia;2;60;60
2014;7;Canary Islands - Spain;Tenerife;8;1346;1440
2014;7;Croatia;Rijeka;2;120;180
2014;7;Croatia;Zagreb;62;5230;11102
2014;7;Cyprus;Larnaca;44;6915;7920
2014;7;Czech Republic;Prague;110;4506;7614
2014;7;Denmark;Billund;34;5746;6426
2014;7;Denmark;Copenhagen;79;10350;12271
2014;7;Egypt;Cairo;44;2172;3176
2014;7;Egypt;Hurghada;45;7275;8093
2014;7;Egypt;Marsá al `Alam;5;804;900
2014;7;Egypt;Sharm el Sheikh;15;2421;2700
2014;7;Finland;Helsinki;170;22735;25193
2014;7;Finland;Tampere;18;2977;3402
2014;7;France;Clermont ;1;129;189
2014;7;France;Paris;294;42164;45414
2014;7;Germany;Berlin;170;22623;26184
2014;7;Germany;Cologne;62;7035;8960
2014;7;Germany;Dortmund;62;9919;11160
2014;7;Germany;Dusseldorf;106;10108;14308
2014;7;Germany;Frankfurt;305;40122;49088
2014;7;Germany;Hahn;18;2980;3240
2014;7;Germany;Hamburg;62;4870;5588
2014;7;Germany;Munich;277;29541;38710
2014;7;Germany;Stuttgart;103;10472;13812
2014;7;Greece;Argostólion;8;1438;1440
2014;7;Greece;Athens;26;3856;4366
2014;7;Greece;Corfu;44;7418;7818
2014;7;Greece;Heraklion;44;7484;7800
2014;7;Greece;Karpathos;10;1556;1800
2014;7;Greece;Kos;9;1500;1620
2014;7;Greece;Rhodos;44;7444;7920
2014;7;Greece;Thessaloniki;28;4454;5040
2014;7;Greece;Zakinthos;36;5939;6398
2014;7;Ireland;Dublin;96;16307;17514
2014;7;Israel;Tel Aviv;192;30134;34902
2014;7;Italy;Bari;28;4381;5040
2014;7;Italy;Bologna;2;179;365
2014;7;Italy;Catania;15;2321;2700
2014;7;Italy;Milan;132;21212;24084
2014;7;Italy;Naples;28;4466;5040
2014;7;Italy;Pisa;18;3208;3402
2014;7;Italy;Rome;194;27919;33520
2014;7;Italy;Treviso;18;3082;3402
2014;7;Jordan;Aqaba;5;833;900
2014;7;Kazakhstan;Atyrau;2;235;360
2014;7;Latvia;Riga;44;2828;3574
2014;7;Macedonia;Skopje;1;136;180
2014;7;Malta;Malta;61;9380;10813
2014;7;Netherland;Amsterdam;236;34515;40272
2014;7;Netherland;Eindhoven;123;20723;22140
2014;7;Netherland;Rotterdam;2;339;368
2014;7;Norway;Oslo;54;7361;8030
2014;7;Poland;Warsaw;242;15089;21100
2014;7;Portugal;Lisbon;68;9274;11156
2014;7;Qatar;Doha;62;10121;11102
2014;7;Romania;Bucharest;100;3936;5120
2014;7;Romania;Tirgu Mures;28;4407;5040
2014;7;Russia;Moscow;229;27790;36158
2014;7;Russia;St.Petersburg;18;1572;2054
2014;7;Serbia;Belgrade;78;2853;5144
2014;7;Spain;Alicante;8;1334;1440
2014;7;Spain;Barcelona;142;22473;26046
2014;7;Spain;Bilbao;4;532;659
2014;7;Spain;Madrid;102;16933;18540
2014;7;Spain;Malaga;27;4489;4860
2014;7;Spain;Palma De Mallorca;38;6158;6840
2014;7;Spain;Valencia;4;569;672
2014;7;Sweden;Gothenburg;29;4660;5220
2014;7;Sweden;Malmo;60;10053;10800
2014;7;Sweden;Stockholm;98;16989;17988
2014;7;Switzerland;Basel;44;6475;6864
2014;7;Switzerland;Geneva;54;8225;8616
2014;7;Switzerland;Zurich;186;17266;19090
2014;7;Tunesia;Djerba;9;1543;1638
2014;7;Tunesia;Monastir;48;7273;7968
2014;7;Turkey;Antalya;112;19900;20716
2014;7;Turkey;Bodrum;10;1646;1800
2014;7;Turkey;Istanbul;273;31547;44579
2014;7;Ukraine;Kiev;44;7145;7920
2014;7;United Arab Emirates;Abu Dhabi;1;55;156
2014;7;United Arab Emirates;Dubai;27;3724;4860
2014;7;United Kingdom;Bristol;18;3363;3402
2014;7;United Kingdom;East Midlands;16;2306;2368
2014;7;United Kingdom;Edinburgh;28;4074;4144
2014;7;United Kingdom;Leeds;18;2567;2664
2014;7;United Kingdom;London;672;104882;115238
2014;7;United Kingdom;Manchester;80;12612;13316
2014;8;Austria;Vienna;184;9519;14072
2014;8;Azerbaijan;Baku;18;2726;3240
2014;8;Belarus;Minsk;26;1042;1350
2014;8;Belgium;Brussels;265;35506;39377
2014;8;Bulgaria;Bourgas;52;8772;9360
2014;8;Canary Islands - Spain;Tenerife;10;1771;1800
2014;8;Croatia;Zagreb;62;5513;11198
2014;8;Cyprus;Larnaca;44;7402;7920
2014;8;Czech Republic;Prague;104;4185;6864
2014;8;Denmark;Billund;28;4785;5292
2014;8;Denmark;Copenhagen;70;9665;11610
2014;8;Egypt;Cairo;46;3353;4000
2014;8;Egypt;Hurghada;51;8637;9162
2014;8;Egypt;Marsá al `Alam;4;628;720
2014;8;Egypt;Sharm el Sheikh;12;1881;2160
2014;8;Finland;Helsinki;160;20088;24338
2014;8;Finland;Tampere;18;3012;3402
2014;8;France;Paris;285;39203;42871
2014;8;Germany;Berlin;166;21896;25152
2014;8;Germany;Cologne;62;7988;9334
2014;8;Germany;Dortmund;62;10137;11160
2014;8;Germany;Dusseldorf;105;8183;10296
2014;8;Germany;Frankfurt;310;39103;50316
2014;8;Germany;Hahn;18;2984;3240
2014;8;Germany;Hamburg;62;4925;5332
2014;8;Germany;Munich;260;26626;36106
2014;8;Germany;Paderborn;1;12;30
2014;8;Germany;Stuttgart;78;9028;10682
2014;8;Greece;Argostólion;10;1790;1800
2014;8;Greece;Athens;28;4156;4692
2014;8;Greece;Corfu;46;7885;8184
2014;8;Greece;Heraklion;44;7572;7824
2014;8;Greece;Karpathos;8;1282;1440
2014;8;Greece;Kos;8;1270;1440
2014;8;Greece;Rhodos;42;6962;7578
2014;8;Greece;Thessaloniki;26;4237;4680
2014;8;Greece;Zakinthos;34;5616;6024
2014;8;Ireland;Dublin;98;16610;17982
2014;8;Israel;Tel Aviv;193;30712;33066
2014;8;Italy;Bari;26;4218;4680
2014;8;Italy;Catania;17;2876;3060
2014;8;Italy;Milan;132;20818;24066
2014;8;Italy;Naples;26;4326;4680
2014;8;Italy;Pisa;16;2756;3024
2014;8;Italy;Rome;204;30590;34692
2014;8;Italy;Treviso;18;3130;3402
2014;8;Jordan;Aqaba;5;881;900
2014;8;Kazakhstan;Atyrau;2;208;360
2014;8;Kosovo;Pristina;1;153;180
2014;8;Latvia;Riga;44;2486;3216
2014;8;Malta;Malta;66;10239;11736
2014;8;Netherland;Amsterdam;238;35995;41128
2014;8;Netherland;Eindhoven;124;20857;22320
2014;8;Norway;Oslo;71;9870;11090
2014;8;Poland;Warsaw;238;14318;20860
2014;8;Portugal;Lisbon;72;10349;11806
2014;8;Qatar;Doha;62;10741;11198
2014;8;Romania;Bucharest;94;3112;4792
2014;8;Romania;Tirgu Mures;26;4083;4680
2014;8;Russia;Moscow;232;28949;36588
2014;8;Russia;St.Petersburg;18;1267;2054
2014;8;Serbia;Belgrade;78;3260;4968
2014;8;Slovakia;Bratislava;1;153;178
2014;8;Slovenia;Ljubljana;1;21;30
2014;8;Spain;Alicante;10;1713;1800
2014;8;Spain;Barcelona;142;23594;25988
2014;8;Spain;Bilbao;8;1080;1140
2014;8;Spain;Madrid;92;15637;16646
2014;8;Spain;Malaga;27;4333;4860
2014;8;Spain;Palma De Mallorca;34;5817;6120
2014;8;Spain;Valencia;9;1197;1240
2014;8;Sweden;Gothenburg;26;3988;4680
2014;8;Sweden;Malmo;62;10070;11160
2014;8;Sweden;Stockholm;96;14890;17595
2014;8;Switzerland;Basel;44;6431;6864
2014;8;Switzerland;Geneva;52;7686;8304
2014;8;Switzerland;Zurich;188;16966;18918
2014;8;Tunesia;Djerba;8;1342;1449
2014;8;Tunesia;Monastir;44;6900;7188
2014;8;Tunesia;Sfax;1;178;189
2014;8;Turkey;Antalya;120;21378;21912
2014;8;Turkey;Bodrum;8;1316;1440
2014;8;Turkey;Istanbul;286;36880;47380
2014;8;Ukraine;Kiev;44;7098;7920
2014;8;United Arab Emirates;Dubai;27;3833;4860
2014;8;United Kingdom;Bristol;18;3338;3402
2014;8;United Kingdom;East Midlands;18;2578;2664
2014;8;United Kingdom;Edinburgh;26;3737;3848
2014;8;United Kingdom;Leeds;18;2595;2664
2014;8;United Kingdom;London;659;102063;112979
2014;8;United Kingdom;Manchester;79;12544;13127
2014;9;Austria;Innsbruck;1;120;186
2014;9;Austria;Vienna;164;9758;12968
2014;9;Azerbaijan;Baku;18;2602;3240
2014;9;Belarus;Minsk;26;1035;1664
2014;9;Belgium;Brussels;336;44020;50149
2014;9;Bulgaria;Bourgas;23;2868;4140
2014;9;Canary Islands - Spain;Tenerife;6;844;1080
2014;9;Croatia;Zagreb;60;5293;10616
2014;9;Cyprus;Larnaca;34;5469;6120
2014;9;Czech Republic;Prague;166;6111;11291
2014;9;Denmark;Billund;24;4147;4536
2014;9;Denmark;Copenhagen;76;10784;13100
2014;9;Egypt;Cairo;38;2147;2936
2014;9;Egypt;Hurghada;47;7029;8452
2014;9;Egypt;Marsá al `Alam;2;322;360
2014;9;Egypt;Sharm el Sheikh;8;1142;1440
2014;9;Finland;Helsinki;146;18088;23007
2014;9;Finland;Tampere;18;2928;3402
2014;9;France;Bordeaux;1;153;189
2014;9;France;Nantes;4;572;753
2014;9;France;Paris;239;34530;38420
2014;9;France;Toulouse;1;131;189
2014;9;Georgia;Kutaisi;1;112;180
2014;9;Germany;Berlin;172;22509;25908
2014;9;Germany;Cologne;61;7528;9178
2014;9;Germany;Dortmund;58;9113;10440
2014;9;Germany;Dusseldorf;105;8415;9483
2014;9;Germany;Frankfurt;296;40021;48756
2014;9;Germany;Hahn;18;2841;3240
2014;9;Germany;Hamburg;60;4668;5160
2014;9;Germany;Munich;261;28044;36478
2014;9;Germany;Stuttgart;92;10394;12608
2014;9;Greece;Argostólion;7;1221;1260
2014;9;Greece;Athens;24;3422;4012
2014;9;Greece;Corfu;28;4215;4944
2014;9;Greece;Heraklion;37;6035;6576
2014;9;Greece;Karpathos;8;1242;1440
2014;9;Greece;Kos;7;927;1260
2014;9;Greece;Rhodos;34;5075;6120
2014;9;Greece;Thessaloniki;22;3283;3960
2014;9;Greece;Zakinthos;28;4326;4938
2014;9;Ireland;Dublin;98;15641;18028
2014;9;Israel;Tel Aviv;117;19001;21276
2014;9;Italy;Bari;26;3988;4680
2014;9;Italy;Cagliari;1;170;170
2014;9;Italy;Catania;17;2738;3060
2014;9;Italy;Milan;137;21098;24967
2014;9;Italy;Naples;26;3925;4680
2014;9;Italy;Pisa;18;2891;3402
2014;9;Italy;Rome;187;28147;33129
2014;9;Italy;Torino;1;95;109
2014;9;Italy;Treviso;18;2928;3402
2014;9;Jordan;Aqaba;4;621;720
2014;9;Kazakhstan;Atyrau;2;174;360
2014;9;Kosovo;Pristina;1;176;189
2014;9;Latvia;Riga;42;2457;3294
2014;9;Malta;Malta;46;6643;8106
2014;9;Morocco;Marrakech;2;284;360
2014;9;Netherland;Amsterdam;232;35080;39408
2014;9;Netherland;Eindhoven;109;17198;19620
2014;9;Netherland;Rotterdam;34;4672;5368
2014;9;Norway;Oslo;84;12125;13143
2014;9;Norway;Stavanger;2;314;336
2014;9;Norway;Trondheim;2;228;296
2014;9;Poland;Krakow;1;51;189
2014;9;Poland;Warsaw;266;17044;23560
2014;9;Portugal;Faro;4;528;548
2014;9;Portugal;Lisbon;68;8722;11054
2014;9;Qatar;Doha;60;9347;10616
2014;9;Romania;Bucharest;125;5027;6388
2014;9;Romania;Tirgu Mures;22;3235;3960
2014;9;Russia;Moscow;217;25825;34532
2014;9;Russia;St.Petersburg;14;905;1728
2014;9;Serbia;Belgrade;78;2980;4972
2014;9;Spain;Alicante;4;639;720
2014;9;Spain;Barcelona;96;15456;17586
2014;9;Spain;Bilbao;3;327;445
2014;9;Spain;Madrid;84;13623;15210
2014;9;Spain;Malaga;23;3416;3880
2014;9;Spain;Palma De Mallorca;23;3181;4140
2014;9;Spain;Valencia;2;324;336
2014;9;Spain;Valladolid;2;369;380
2014;9;Sweden;Gothenburg;26;4051;4680
2014;9;Sweden;Karlstad;1;45;189
2014;9;Sweden;Malmo;60;9241;10800
2014;9;Sweden;Stockholm;96;15043;17607
2014;9;Switzerland;Basel;42;6341;6840
2014;9;Switzerland;Geneva;52;8025;8784
2014;9;Switzerland;Zurich;178;16979;18620
2014;9;Tunesia;Djerba;8;1308;1440
2014;9;Tunesia;ENFIDHA;1;152;177
2014;9;Tunesia;Monastir;38;5528;6294
2014;9;Turkey;Antalya;86;14512;16001
2014;9;Turkey;Bodrum;10;1665;1800
2014;9;Turkey;Istanbul;279;32722;45465
2014;9;Ukraine;Kiev;42;6577;7560
2014;9;Ukraine;Zaporozhye;2;69;83
2014;9;United Arab Emirates;Dubai;25;3115;4500
2014;9;United Kingdom;Bristol;18;3240;3402
2014;9;United Kingdom;East Midlands;18;2398;2664
2014;9;United Kingdom;Edinburgh;26;3688;3848
2014;9;United Kingdom;Leeds;16;2165;2468
2014;9;United Kingdom;London;669;101289;115594
2014;9;United Kingdom;Manchester;77;11883;13209
2014;10;Austria;Vienna;172;10144;13724
2014;10;Azerbaijan;Baku;14;1751;2520
2014;10;Belarus;Minsk;26;1049;1264
2014;10;Belgium;Brussels;334;45077;52366
2014;10;Bulgaria;Sofia;2;173;360
2014;10;Canary Islands - Spain;Fuerteventura;2;257;336
2014;10;Croatia;Zagreb;36;2870;6552
2014;10;Cyprus;Larnaca;24;3765;4320
2014;10;Czech Republic;Prague;173;6034;12003
2014;10;Denmark;Billund;26;4513;4914
2014;10;Denmark;Copenhagen;72;10931;12304
2014;10;Denmark;Faroe Island;1;47;170
2014;10;Egypt;Cairo;34;1778;2784
2014;10;Egypt;Hurghada;36;5533;6579
2014;10;Egypt;Sharm el Sheikh;9;1218;1638
2014;10;Finland;Helsinki;138;18093;21668
2014;10;Finland;Tampere;14;2276;2646
2014;10;France;Paris;306;45411;48588
2014;10;France;Toulouse;1;149;189
2014;10;Georgia;Kutaisi;17;1941;3060
2014;10;Germany;Berlin;176;22831;26492
2014;10;Germany;Cologne;61;7398;9362
2014;10;Germany;Dortmund;58;8794;10440
2014;10;Germany;Dusseldorf;103;7998;9476
2014;10;Germany;Frankfurt;282;36463;46848
2014;10;Germany;Hahn;16;2435;2880
2014;10;Germany;Hamburg;60;4601;5160
2014;10;Germany;Munich;270;30159;40590
2014;10;Germany;Stuttgart;100;10750;13516
2014;10;Greece;Athens;26;3559;4356
2014;10;Greece;Corfu;2;139;336
2014;10;Greece;Heraklion;3;522;528
2014;10;Greece;Kalamata;4;472;668
2014;10;Greece;Karpathos;1;148;180
2014;10;Greece;Rhodos;4;507;720
2014;10;Greece;Thessaloniki;16;2284;2880
2014;10;Iceland;Reykjavik;8;1438;1458
2014;10;Ireland;Dublin;108;16584;19542
2014;10;Israel;Tel Aviv;130;21155;23713
2014;10;Italy;Bari;26;3742;4680
2014;10;Italy;Cagliari;1;168;180
2014;10;Italy;Catania;16;2389;2880
2014;10;Italy;Milan;152;23420;27846
2014;10;Italy;Naples;24;3633;4320
2014;10;Italy;Pisa;18;3027;3402
2014;10;Italy;Rome;197;28209;33745
2014;10;Italy;Salerno ;1;18;36
2014;10;Italy;Treviso;14;2368;2646
2014;10;Jordan;Aqaba;9;971;1532
2014;10;Kazakhstan;Atyrau;1;23;180
2014;10;Latvia;Riga;34;2078;2507
2014;10;Macedonia;Skopje;1;16;30
2014;10;Malta;Malta;32;4503;5664
2014;10;Netherland;Amsterdam;226;33982;38664
2014;10;Netherland;Eindhoven;97;15004;17460
2014;10;Netherland;Rotterdam;36;5186;5838
2014;10;Norway;Oslo;76;11549;12535
2014;10;Poland;Warsaw;256;16265;22592
2014;10;Portugal;Lisbon;68;7264;10692
2014;10;Qatar;Doha;62;8768;10448
2014;10;Romania;Bucharest;139;5195;7143
2014;10;Romania;Cluj;4;436;720
2014;10;Romania;Tirgu Mures;12;1667;2160
2014;10;Russia;Moscow;213;25427;33952
2014;10;Russia;St.Petersburg;10;505;1274
2014;10;Serbia;Belgrade;80;2489;4986
2014;10;Slovenia;Ljubljana;2;118;290
2014;10;Spain;Barcelona;80;13428;14724
2014;10;Spain;Madrid;76;11981;13541
2014;10;Spain;Malaga;17;2390;2800
2014;10;Spain;Valencia;2;138;218
2014;10;Spain;Valladolid;4;674;790
2014;10;Sweden;Gothenburg;24;3615;4320
2014;10;Sweden;Malmo;60;9163;10800
2014;10;Sweden;Stockholm;94;14563;17238
2014;10;Switzerland;Basel;46;6915;7368
2014;10;Switzerland;Geneva;54;8152;8808
2014;10;Switzerland;Zurich;186;16999;18636
2014;10;Tunesia;Djerba;9;1378;1629
2014;10;Tunesia;Monastir;26;2991;4194
2014;10;Turkey;Antalya;37;6414;6958
2014;10;Turkey;Bodrum;1;181;180
2014;10;Turkey;Istanbul;279;32331;46036
2014;10;Turkey;Izmir;1;179;180
2014;10;Ukraine;Harkov;1;18;36
2014;10;Ukraine;Kiev;44;6713;7920
2014;10;United Arab Emirates;Dubai;37;4849;7558
2014;10;United Kingdom;Bristol;18;3219;3402
2014;10;United Kingdom;East Midlands;18;2410;2664
2014;10;United Kingdom;Edinburgh;24;3313;3492
2014;10;United Kingdom;Leeds;18;2525;2664
2014;10;United Kingdom;London;736;112228;127286
2014;10;United Kingdom;Manchester;80;12498;13234
2014;11;Austria;Vienna;155;8559;12828
2014;11;Azerbaijan;Baku;2;133;316
2014;11;Belarus;Minsk;26;1036;1918
2014;11;Belgium;Brussels;305;39325;49780
2014;11;Croatia;Zagreb;34;2096;5580
2014;11;Cyprus;Larnaca;18;2178;3240
2014;11;Czech Republic;Prague;153;4485;10824
2014;11;Denmark;Billund;18;3049;3402
2014;11;Denmark;Copenhagen;44;5480;7187
2014;11;Egypt;Cairo;36;1913;3496
2014;11;Egypt;Hurghada;18;2995;3240
2014;11;Egypt;Sharm el Sheikh;3;498;540
2014;11;Finland;Helsinki;96;12640;15725
2014;11;France;Nantes;2;87;100
2014;11;France;Nice;2;309;340
2014;11;France;Paris;270;39028;44104
2014;11;Georgia;Kutaisi;18;2279;3240
2014;11;Germany;Berlin;138;17016;21128
2014;11;Germany;Cologne;50;5379;7596
2014;11;Germany;Dortmund;44;6486;7920
2014;11;Germany;Dusseldorf;100;6983;9226
2014;11;Germany;Frankfurt;240;31252;41576
2014;11;Germany;Hahn;18;2497;3240
2014;11;Germany;Hamburg;50;3444;4428
2014;11;Germany;Munich;260;29271;40690
2014;11;Germany;Stuttgart;84;9732;12186
2014;11;Greece;Athens;24;2860;4028
2014;11;Greece;Thessaloniki;18;2283;3240
2014;11;Ireland;Dublin;102;15052;17868
2014;11;Israel;Tel Aviv;108;16108;19566
2014;11;Italy;Bari;26;3178;4680
2014;11;Italy;Catania;18;2551;3240
2014;11;Italy;Milan;154;23842;28260
2014;11;Italy;Naples;18;2425;3240
2014;11;Italy;Pisa;16;2575;3024
2014;11;Italy;Rome;182;24951;33172
2014;11;Jordan;Aqaba;2;263;360
2014;11;Kazakhstan;Atyrau;2;133;360
2014;11;Kosovo;Pristina;2;269;360
2014;11;Latvia;Riga;24;1361;1763
2014;11;Macedonia;Skopje;2;158;200
2014;11;Malta;Malta;18;2619;3240
2014;11;Montenegro;Podgorica;2;42;60
2014;11;Netherland;Amsterdam;180;27275;31936
2014;11;Netherland;Eindhoven;60;9074;10800
2014;11;Netherland;Rotterdam;28;3605;4172
2014;11;Norway;Oslo;60;10164;11208
2014;11;Poland;Warsaw;229;13384;21324
2014;11;Portugal;Lisbon;40;2988;5688
2014;11;Qatar;Doha;60;6866;9400
2014;11;Rep of Korea;Seoul;2;246;450
2014;11;Romania;Bucharest;112;4770;5856
2014;11;Romania;Tirgu Mures;18;2366;3240
2014;11;Russia;Moscow;181;20483;28160
2014;11;Russia;St.Petersburg;4;367;680
2014;11;Serbia;Belgrade;70;1884;4900
2014;11;Spain;Barcelona;78;12429;14436
2014;11;Spain;Madrid;60;9490;11034
2014;11;Spain;Malaga;10;1360;1800
2014;11;Sweden;Gothenburg;16;2214;2880
2014;11;Sweden;Malmo;42;6237;7560
2014;11;Sweden;Stockholm;68;9835;12451
2014;11;Switzerland;Basel;38;5524;5928
2014;11;Switzerland;Geneva;60;8647;9360
2014;11;Switzerland;Zurich;162;14074;16280
2014;11;Tunesia;Tunis;6;342;540
2014;11;Turkey;Antalya;7;1196;1457
2014;11;Turkey;Istanbul;260;24808;40444
2014;11;Ukraine;Kiev;34;4945;6120
2014;11;United Arab Emirates;Dubai;86;12706;20376
2014;11;United Kingdom;Bristol;25;4449;4725
2014;11;United Kingdom;East Midlands;16;2106;2432
2014;11;United Kingdom;Edinburgh;18;2561;2664
2014;11;United Kingdom;Leeds;18;2508;2728
2014;11;United Kingdom;London;662;99619;116087
2014;11;United Kingdom;Manchester;70;11330;11918
2014;12;Austria;Vienna;144;6676;11736
2014;12;Belarus;Minsk;26;1004;2018
2014;12;Belgium;Brussels;291;36450;47533
2014;12;Canary Islands - Spain;Tenerife;4;482;720
2014;12;Croatia;Zagreb;32;1721;5596
2014;12;Cyprus;Larnaca;20;2650;3600
2014;12;Czech Republic;Prague;116;2987;7656
2014;12;Denmark;Billund;14;2272;2646
2014;12;Denmark;Copenhagen;42;5420;6695
2014;12;Egypt;Cairo;34;1760;3280
2014;12;Egypt;Hurghada;9;1362;1620
2014;12;Finland;Helsinki;93;12319;14773
2014;12;France;Paris;280;40147;45249
2014;12;France;Toulouse;2;214;218
2014;12;Georgia;Kutaisi;18;2525;3240
2014;12;Germany;Berlin;142;16402;21704
2014;12;Germany;Cologne;37;4342;5568
2014;12;Germany;Dortmund;50;7458;8976
2014;12;Germany;Dusseldorf;96;7077;8726
2014;12;Germany;Frankfurt;201;24009;34166
2014;12;Germany;Hahn;18;2688;3240
2014;12;Germany;Hamburg;44;3510;4168
2014;12;Germany;Munich;220;22408;34152
2014;12;Germany;Stuttgart;90;10245;13080
2014;12;Greece;Athens;44;5099;7432
2014;12;Greece;Thessaloniki;22;3123;3960
2014;12;Ireland;Dublin;102;16001;18048
2014;12;Israel;Tel Aviv;125;19814;22530
2014;12;Italy;Bari;24;3391;4320
2014;12;Italy;Catania;20;2710;3576
2014;12;Italy;Milan;152;23644;27918
2014;12;Italy;Naples;20;2928;3600
2014;12;Italy;Pisa;18;2903;3402
2014;12;Italy;Rome;193;27161;34829
2014;12;Kazakhstan;Atyrau;2;215;360
2014;12;Kosovo;Pristina;2;277;360
2014;12;Latvia;Riga;28;1393;2053
2014;12;Malta;Malta;24;3463;4296
2014;12;Montenegro;Podgorica;5;429;465
2014;12;Netherland;Amsterdam;179;25234;31660
2014;12;Netherland;Eindhoven;70;10707;12600
2014;12;Netherland;Rotterdam;30;3779;4766
2014;12;Norway;Oslo;57;9114;10632
2014;12;Poland;Warsaw;222;12041;20544
2014;12;Portugal;Lisbon;44;3876;6288
2014;12;Qatar;Doha;62;8013;10144
2014;12;Romania;Bucharest;98;3350;5080
2014;12;Romania;Tirgu Mures;20;2688;3600
2014;12;Russia;Ekaterinburg;1;161;170
2014;12;Russia;Kazan;1;64;87
2014;12;Russia;Moscow;192;20048;29536
2014;12;Russia;Rostov;1;136;170
2014;12;Russia;St.Petersburg;2;123;252
2014;12;Serbia;Belgrade;78;1903;5420
2014;12;Slovenia;Ljubljana;1;35;87
2014;12;Spain;Barcelona;86;13409;15894
2014;12;Spain;Madrid;66;10685;12168
2014;12;Spain;Malaga;12;1786;2160
2014;12;Spain;Valencia;2;332;336
2014;12;Sweden;Gothenburg;20;2911;3600
2014;12;Sweden;Malmo;42;6199;7560
2014;12;Sweden;Stockholm;71;10755;13011
2014;12;Switzerland;Basel;38;5445;5928
2014;12;Switzerland;Geneva;62;8670;9720
2014;12;Switzerland;Zurich;168;14043;16874
2014;12;Turkey;Istanbul;256;24114;39368
2014;12;Ukraine;Kiev;48;7228;8640
2014;12;United Arab Emirates;Dubai;92;14054;22444
2014;12;United Kingdom;Bristol;24;4181;4536
2014;12;United Kingdom;East Midlands;18;2483;2664
2014;12;United Kingdom;Edinburgh;18;2566;2664
2014;12;United Kingdom;Leeds;16;2264;2368
2014;12;United Kingdom;London;662;98642;116359
2014;12;United Kingdom;Manchester;64;10544;11194
2015;1;Austria;Vienna;152;5855;11792
2015;1;Belarus;Minsk;26;1006;1810
2015;1;Belgium;Brussels;291;33705;47827
2015;1;Canary Islands - Spain;Tenerife;10;1627;1800
2015;1;Croatia;Zagreb;26;1396;4352
2015;1;Cyprus;Larnaca;20;2720;3600
2015;1;Czech Republic;Prague;92;2465;6396
2015;1;Denmark;Billund;18;2751;3402
2015;1;Denmark;Copenhagen;30;3641;5606
2015;1;Egypt;Cairo;35;1824;3464
2015;1;Egypt;Hurghada;8;1289;1440
2015;1;Finland;Helsinki;92;10012;13448
2015;1;France;Paris;274;34561;43562
2015;1;Georgia;Kutaisi;17;2265;3060
2015;1;Germany;Berlin;118;12633;17948
2015;1;Germany;Cologne;36;3507;5580
2015;1;Germany;Dortmund;45;6660;8100
2015;1;Germany;Dusseldorf;99;6111;9192
2015;1;Germany;Frankfurt;245;24567;40316
2015;1;Germany;Hahn;17;2472;3060
2015;1;Germany;Hamburg;46;2820;3956
2015;1;Germany;Munich;243;19584;34644
2015;1;Germany;Stuttgart;70;7146;10242
2015;1;Greece;Athens;39;3604;6254
2015;1;Greece;Thessaloniki;20;2642;3600
2015;1;Ireland;Dublin;102;15678;18648
2015;1;Israel;Tel Aviv;128;19329;23090
2015;1;Italy;Bari;28;3463;5040
